region,slot_index,utc_timestamp,price_eur_per_kwh,bzn,source,source_url
DE,0,2022-08-01T00:00:00Z,0.33881,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,1,2022-08-01T01:00:00Z,0.32086,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,2,2022-08-01T02:00:00Z,0.32972,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,3,2022-08-01T03:00:00Z,0.38,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,4,2022-08-01T04:00:00Z,0.42966,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,5,2022-08-01T05:00:00Z,0.46791,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,6,2022-08-01T06:00:00Z,0.4749,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,7,2022-08-01T07:00:00Z,0.45905,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,8,2022-08-01T08:00:00Z,0.44789,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,9,2022-08-01T09:00:00Z,0.42822,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,10,2022-08-01T10:00:00Z,0.3921,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,11,2022-08-01T11:00:00Z,0.3882,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,12,2022-08-01T12:00:00Z,0.3774,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,13,2022-08-01T13:00:00Z,0.38509,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,14,2022-08-01T14:00:00Z,0.3989,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,15,2022-08-01T15:00:00Z,0.43725,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,16,2022-08-01T16:00:00Z,0.46106,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
DE,17,2022-08-01T17:00:00Z,0.51066,DE-LU,Energy-Charts day-ahead price API,https://api.energy-charts.info/price?bzn=DE-LU
